
"1",0.412627915408773
"2",0.395402602756472
"3",0.222109596032879
"4",0.189522829272873
"1",0.14545303644983
"2",0.860818895816487
"3",-0.0410966245634657
"4",1.32066371642693
"1",0.567777998980442
"2",0.430311911510475
"3",0.208490655305105
"4",0.341472047019045
"1",0.667634700064117
"2",0.872062134088054
"3",0.0571845785231257
"4",0.257823167991823
"1",0.524189196920951
"2",0.532164016389704
"3",0.590085903460428
"4",0.271986995916689
"1",1.18053245857547
"2",0.347117337651342
"3",1.31664203012294
"4",0.466206415515646
"1",0.64974820888265
"2",0.204418154013036
"3",0.248590664815682
"4",0.480461382461309
"1",0.253831964259609
"2",0.274285042067121
"3",0.314992399754324
"4",0.166827537018274
"1",0.395043325201735
"2",0.323421110497737
"3",0.300346148801872
"4",0.39755935394301
"1",0.431003209947355
"2",0.298003300894505
"3",0.399138103388538
"4",0.832902460729141
